,Subject,date_published,review_text,type_of_traveller,seat_type,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,ground_service,wifi_&_connectivity,value_for_money,recommended
135,ethiopian-airlines,2018-01-05 00:06:00,"abidjan to bangkok via addis ababa. i now frequently use ethiopian on trips from bangkok to africa as they provide a good business class at reasonable prices and extremely good connections, with relatively short transfer times in addis. food is generally quite good on ethiopian, local wines excellent and service attentive. on my last flight (et618), instead of the now usual dreamliner, ethiopian used an older b767, with a very limited entertainment system, as they only showed african, asian, hindi and 4 european movies and no blockbusters or us movies; also, immigration forms were not available, but otherwise, a very pleasant flight.",Business,Business Class,June 2018,Positive,Positive,Positive,Negative,Positive,,Positive,1
136,ethiopian-airlines,2018-01-28 00:05:00,"addis ababa to stockholm. flights to cape town from stockholm are thin on the ground. you can either choose the major european carriers such as ba, klm's daylight service or af (all of which are about €800) or use emirates or qatar and make do with the long flights through the middles east. i decided to use ethiopian airlines which was the most cost effective and fastest service (< 2 hours connection times in both directions) although 3 out of 4 legs were in economy, i'm going to review the business class service which i won through a reverse auction. as a self employed person, the only other 787 business i have flown is qatar airways 1-2-1 product. ethiopian uses a 2-2-2. this means that there is a distinct advantage of taking one of the center seats where both you and your neighbor have direct aisle access. that being said, i really didn't notice the smaller seat width as the proof of the pudding is in the sweat pitch. fas were excellent and attentive (as good as the middle east airlines). food seemed good (though not brilliant) as i took a night flight and just had water and tea. ife was excellent in terms of screen size and choices. bed was almost flat but long enough to sleep for most of the flight. only downside was having one toilet for the whole cabin compared to qatar which has two for only 20 seats. lastly, for all the bad press that bole airport has, whilst it wasn't a dream, it was no worse than i've been to in other parts of europe for sheer chaos. i wouldn't like to spend 8 hours there. the most worrying aspect was the runway setup which meant that both landing and departing aircraft had to taxi across the runway to get to the gates or line up for take off. a little investment at the east and west entry points could solve this relatively easy.",Business,Business Class,May 2018,Positive,Positive,Neutral,Positive,Positive,,Positive,1
137,ethiopian-airlines,2018-01-28 00:05:00,"london to blantyre via addis ababa. outbound from heathrow to addis on a350 on time and full. seat room better than most airlines. food was ordinary and cabin crew efficient. addis ababa to blantyre malawi - old and quite tatty boeing 737-800. plane full and left on time en route to lilongwe and then finally to malawi. flight of 5 hrs plus and no in flight entertainment-drop down screens did not work. addis ababa to lilongwe leg-passenger became ill on route - a medical emergency due to diabetic seizure. luckily two doctors on board, and the female doctor and the cabin crew administered a drip and patient recovered. full praise to the doctor and cabin crew who had the necessary first aid kit and were calm and efficient throughout. we were not diverted. eventually arrived in blantyre on time - you are not allowed off the aircraft at lilongwe if in transit. return leg- blantyre to addis ababa boeing 737-800 - this was a newer cleaner aircraft. meal was served which was reasonable but the passenger behind me had a beef stew which was cold and had to be replaced. addis to london an a350- a newer aircraft, comfortable seats. configuration a little strange - very large galley area and a large space near emergency doors at rear of the aircraft. i hope they leave this space as it is and not add extra seats. flight was over 7 hours and they served a snack instead of an evening meal - a dry ""chicken roll"" which has nearly no filling and was very poor followed by a cereal bar. before landing there was a ""breakfast"" which was egg, potato and a synthetic thing called a sausage. this was probably the worst breakfast i have tried to eat in many years of flying and i had to leave most of it. plane was on time. cabin crew were without charm but were efficient. the coffee was good throughout these flights - unlike many other airlines.",Business,Economy Class,May 2018,Positive,Neutral,Negative,Negative,Negative,,Positive,1
138,ethiopian-airlines,2018-01-25 00:05:00,"two excellent flights with ethiopian airlines. both flights on time, very pleasant and accommodating crew, good food and beverages, loved the ethiopian merlot. good business class seats, no complaints at all! only part of the trip i was not happy with? security at addis airport, rude, unpleasant, not enough english language skills, did not like it one bit!",Solo Leisure,Business Class,May 2018,Positive,Positive,Positive,Neutral,Positive,,Positive,1
139,ethiopian-airlines,2018-01-20 00:05:00,"mekele to dakar via addis ababa. the short flight from mekele to addis ababa was on b737 with good regional business class but very low quality snack was served. on arrival all business class passengers got into minivan, only i was told to take economy class bus as minivan is only for vip passengers. older business class lounge in addis ababa but fine for 2 hours and with quite good breakfast selection. when i did web checking i noticed that originaly scheduled b787 was switched to b767. i was not alarmed as all boeing 767 were supposed to be refurbished with lie flat beds. so i was shocked when i boarded to see recliner seats which must have been 17 years old. the seat would be ok for short regional flight but not for 10 hours i spent on the plane (there was technical stop in bamako). on seat under the pillow and blanket there was left lots of rubbish from previous flights. only overhead monitors were available and these were so low quality and dark that it was impossible to watch anything. crew was just ok. they did what they were supposed to do but not very friendly. food was edible, with the exception of ethiopian dish which was excellent (you get both western and ethiopian dish) and it is good that they serve it from trolley, otherwise i would have difficulties to know what to choose. in future if i could be guaranteed that flight would be operated with a350 or b787 and ticket price would be good, i wouldn’t have problem flying ethiopian again. but knowing that the planes can be switched to this kind of inferior product, i would not fly again with them. when i was leaving dakar (fortunately on other airline) there was ethiopian boeing 737 at airport. i am not sure if it was originally scheduled airplane or there was aircraft change, but this b737 would be even worse for length of this flight than the b767.",Solo Leisure,Business Class,March 2018,Negative,Neutral,Neutral,Negative,Neutral,,Negative,0
140,ethiopian-airlines,2018-01-18 00:05:00,"dar es salaam to johannesburg via addis ababa. this is the worst experience i've had with an airline. they cancelled my flight and didn’t notify me. i incurred hotel costs and were unwilling to reimburse me.  the worst part is their customer service, their agent hung up on me when i trying to request another flight. please stay away from them.  i don’t want anyone to go through what i went through.",Solo Leisure,Economy Class,May 2018,,,,,,,Negative,0
141,ethiopian-airlines,2018-01-09 00:05:00,"cape town to frankfurt via addis ababa. friendly staff at check-in counters, leg space in economy good. the plane not very clean, my seat was wet, rubbish was in the seat pocket, received a chicken dish that was tough - the friendly cabin staff replaced it with the other meal option. i did forget (and so did the staff) that i ordered the vegan option online.  on my flight back i did receive the vegan meals - from frankfurt to addis ababa it was very pleasant, from addis ababa to cape town it was dry and spicy and i couldn't eat it. from addis ababa to cape town the cabin staff was very inattentive - it was freezing cold in the plane and only after my third request and 25min later did i receive a blanket",Solo Leisure,Economy Class,May 2018,Negative,Neutral,Negative,Neutral,Positive,,Neutral,0
142,ethiopian-airlines,2018-01-07 00:05:00,"dublin to los angeles. check in desk staff very helpful and courteous both in dublin and los angeles. plane clean, very comfortable and air hostess also very helpful and polite. i found the flight very smooth, plenty of inflight movies etc. it was my first time flying with this airline and i would have no hesitation in booking another flight with ethiopian airlines.",Family Leisure,Economy Class,May 2018,Positive,Positive,Positive,Positive,Positive,,Positive,1
143,ethiopian-airlines,2018-01-23 00:04:00,"london to harare via addis ababa with 3 adults, a child 7 years and a toddler 14 months. addis ababa airport very old and quite dirty, not enough seating considering it’s one of the main points for transferring passengers to the rest of world. a lot of the same shops not a good variety or choices. not a lot of food shops, a lot of souvenir shops and very expensive too. plane service from staff bad, i don’t know if it’s a culture thing but some staff no thank you or please. they tell you how it is, it’s like they had no customer service training what so ever. one even rolled her eyes at me! when i ask them for water or if they have food for my tod (of course i had some, but i did request when booking flight), they say i will check and never come back to me with an answer.  flight attendants talk across the aisles and passing food and drinks to each other, over passengers heads. very unprofessional and disorganised. food choices and quality was poor, i know being in economy doesn’t help but i’ve seen and tasted better. when they run out of one option they say to me beef? instead of apologising for running out of options and offering me beef. what if i had said no? entertainment wasn’t bad. seating was quite spacious (comparing to virgin atlantic). plane from london to addis ababa was quite new so felt clean. addis ababa onwards plane condition quite old and tattered.",Family Leisure,Economy Class,April 2018,Negative,Negative,Negative,Neutral,Negative,,Negative,0
144,ethiopian-airlines,2018-01-22 00:04:00,"cape town to riyadh via addis ababa. i fly regularly with ethiopian airlines for reasons of trip time. the staff are very friendly but the airline has the worst customer service. the return leg of the flight cape town - addis ababa - riyadh flight was changed in itinerary in 2017 so that the all of the connecting international flights from addis to riyadh are 20 minutes after landing. the connecting flight includes a bus transfer to terminal 2 and then a bus transfer from terminal 2 to terminal 1 (no direct option). this transfer time takes on average 40 minutes from time of landing (i have done this flight for 4 years 4-6 times a year) this means that the airline sells transfer / connecting flights that are impossible to catch. the first time i was caught out on this trip i ended up spending 9 hours in terminal 1 (a terminal that is not fit for international travellers in terms of cleanliness and facilities). on this occasion i had to wait 5 hours before anyone could tell me that a replacement flight could be obtained and waited an additional 4 hours for the next flight. the next time i flew this route after seeking assurance from the customer services that i could make the connecting flight, i ended up staying 24 hours and it took more than 12 hours before any representative could tell me; 1 if i would be getting another flight and 2 in this case a hotel. the local representative took my passport and returned it 12 hours later. even now, if i phone and speak to supervisors of the airline they assure me that a 20 minute stopover on an international flight is acceptable. this means anyone on this flight will need the pilot to land in excess of 1 hour early. this is the issue with flights - however the real tragedy and stunning lack of assistance comes when trying to redeem airmiles. having tried for 5 hours once with online assistance and 5 phone calls to ethiopia south africa and saudi local offices, the transaction was not able to complete without a visit to a local branch - thus 3 hours online 2 hours of telephone calls and 1 and a half hours of trip to local office to get a single return flight – 6 and a half hours of time including lost working time. on a trip to south africa in january this year i tried to upgrade my ticket to business class. this could not be achieved online so after 2 hours on the phone the assistant could not take payment of any of my credit cards. this left me with no option but to travel into central cape town to pay. on a separate occasion in the beginning of 2017 i received a (false) email message on a saturday that my return flight to saudi arabia was being brought forward by 1 day. after 3 hours attempting to contact ethiopian airlines locally and internationally (no answer local or on the international toll number) and a trip to the airport we found out the email was incorrect. i am not joking when i say that the list goes on. but systems that don’t work, false instructions impossible connections and lack of ability to contact or get assistance, staff not picking up telephones, local toll free numbers that do not work etc. mean that this airline is a disaster for the traveller.",Solo Leisure,Economy Class,January 2018,Negative,Positive,Neutral,Negative,Negative,,Neutral,0
145,ethiopian-airlines,2018-01-17 00:04:00,"kigali to london via addis ababa. i will never fly ethiopian airlines again. the worst service i have ever experienced, the airport was dirty, credit card machines were broken both times i was there, the bathrooms were overcrowded, and the staff were outright rude to passengers. i thought the cheaper price would be worth it, but now i know to pay slightly more and travel with another airline.",Couple Leisure,Economy Class,April 2018,Negative,Negative,Neutral,Negative,Negative,,Negative,0
146,ethiopian-airlines,2018-01-15 00:04:00,"tel aviv to nairobi via addis ababa. i was traveling alone with my 3 month old. at check in in tel aviv i requested to be given a seat on the 11th row (first row in economy) so that i could get a baby bed. 11th row is usually the first in economy for the ethiopian airlines flights i took. the check in woman told me the row was on an exit so she couldn't. so i asked for a window seat & she said all were booked. i was placed on row 12 in the middle column. when we boarded, i noticed there was no one on the seats on row 11 ahead of me. the row wasn't on an exit either and the other row 11 seats on the right and left were occupied each by a family with 2 kids each.  also, there were several unoccupied window seats.  i checked in 3hrs before the flight & usually those travelling with infants & toddlers have to do a physical check in, not online. i was the only person traveling alone with a baby and mine was the youngest infant. i should have at least gotten some consideration if not first priority.",Family Leisure,Economy Class,April 2018,Negative,Positive,Neutral,Negative,Negative,,Neutral,1
147,ethiopian-airlines,2018-01-05 00:03:00,"bangkok to kiliminjaro via addis ababa outbound flight to jro via add and inbound to bkk via add were very smooth and on time. the cabin on the boeing 787 is large, big windows and air humidity control, comfortable seats brightly colored in green upholstery all make for a pleasant journey. even in economy class i received a travel kit with toothbrush, toothpaste, socks and a really useful eye-mask that actually helped me get to sleep and stay asleep. food was served twice on the red-eye between bkk and add. i declined the first meal to sleep instead, but breakfast was acceptable with juices and hot coffee served. the terminal at add is a bit chaotic but was able to find restrooms, then a cafe with reasonably priced food and free wifi between flights. there are no lounges accessible with priority pass. aside from cloud 9 or star alliance lounges there are some open free areas with lounge beds that allow you to fully lie down and rest. lunch between add and jro, on an a330 this time, was tasty and went down well with red wine. return flights were about the same in terms of food and flight comfort, and both legs were on the dreamliner. excellent ife on the dreamliner, plenty of choices of movies, documentaries and tv series. service on all legs was good but fas could have brought around liquid refreshments more often to keep us better hydrated. great value for money and would definitely fly ethiopian again on this route.",Business,Economy Class,February 2018,Positive,Positive,Neutral,Positive,Neutral,,Positive,1
148,ethiopian-airlines,2018-01-23 00:02:00,"i was sceptical about booking ethiopian airlines because of the reviews i had read in the past. however, i decided to try them and see for myself. the flight was from lagos, nigeria to toronto, canada. i can testify that it was a wonderful experience. from the hostesses to the pilots, they were courteous! i travelled with my family and my toddler which was a handful. the hostesses were so nice, helpful and understanding! there was also entertainment kits for kids. they were always checking up on us to see if we needed anything. i am going to fly ethiopian airlines again and i recommend them to others.",Family Leisure,Economy Class,February 2018,Positive,Positive,Positive,Neutral,Positive,,Positive,1
149,ethiopian-airlines,2018-01-11 00:02:00,"i booked return ticket from cape town to dubai via addis ababa. when i was supposed to return to cape town on 4th february, there was a whole mess with misconnection, because the dubai to addis (et601) was delayed and late. the connection time was too short, and on the flight, the flight attendants promised is that they made contact with addis ababa airport control room and that the addis to cape town flight (et 847) would wait for us.  when we got to addis ababa, the flight et847 already departed. we were booked into a terrible hotel. no apologies, no offers for compensation or upgrades. the attitude was, this happened and there is nothing we can do about it.",Solo Leisure,Economy Class,February 2018,Negative,Negative,Negative,,Negative,,Negative,0
150,ethiopian-airlines,2018-01-08 00:02:00,"in course of 12 days in january i flew 4 sectors with ethiopian airlines, tel-aviv to addis, addis to nairobi and the same return. in each instance the flight was punctual, service excellent, food good and baggage successfully transferred at addis. certainly bole international airport at addis is a confusing building, not my favourite place to transfer but once you know your way around it is tolerable. i have no hesitation in recommending ethiopian airlines as an excellent choice for travel.",Solo Leisure,Business Class,January 2018,Positive,Positive,Positive,,Positive,,Positive,1
151,ethiopian-airlines,2018-01-02 00:02:00,"london to zanzibar via addis ababa. my wife and i have travelled from uk to zanzibar, typically once a year since 2001 and have just made our 17th such round trip, and for a second time with ethiopian airlines through addis abba. the service we received on all four legs was excellent with new  a350 aircraft on all but add - znz which was a boeing 787-8, that although it was beginning to look a little tired in places, was nevertheless a great aircraft to fly on. however the a350 is even better and noticably quieter especially when climbing after takeoff. our four flights took off on time and arrived either on time or early. the standard service in economy was both efficient and courteous, and could put other better known airlines covering the same destination via the middle east that we have used, to shame. the food and beverage offer was better than one often finds on long haul economy and was served with charm by attentive cabin crews that clearly they wanted to be of service. as one might expect on the such a modern fleet of aircraft, the touch-screen in-flight entertainment worked well, was intuitive to use, and offered an excellent range of films and audio. ingeniously, some days before departure ethiopian airlines invited on line bids to upgrade to ""cloud 9"" business class on each leg, and we made an ""offer"" for the upgrade on the final add-lhr leg which was accepted. this gave us access to the comfortable ""cloud 9"" lounge for the 5 hour layover between flights on the return which was very welcome. at some 7800ft above sea level, addis abba airport is in fact a very acceptable airport hub, though without the glitz and resultant high prices often found. an unusual and welcome feature are the various ""quiet"" areas around the terminal to while-away time between flights that have chaise-longue to stretch out full length on, as well as more conventional seats it is perhaps unusual to experience an airline's ""economy"" and ""business"" class offerings back to back on similar a350 aircraft, but we can confirm that ""cloud 9"" compares very well with other long haul airlines that we have used previously. based on our experience we would have no hesitation in recommending ethiopian airlines as an effective way to reach the increasingly popular holiday destination of zanzibar from the uk and would expect to use them again for our next trip there.",Couple Leisure,Economy Class,January 2018,Positive,Positive,Positive,Positive,Positive,,Positive,1
152,ethiopian-airlines,2018-01-30 00:01:00,"booked flights from brussels to seychelles with ethiopian airlines last year. paid in full and received tickets, but month after this airline contacted me and told that they made a mistake with the tickets and i need to pay nearly half of what i have already paid if i want to have my tickets (govt taxes), otherwise they will be cancelled. i found out that ethiopian airlines breached iata rules and issued tickets on air seychelles ticket stock. so about two months after they were issued, my tickets were cancelled and airline ignored all my requests to compensate expenses for already made travel arrangements. facebook negatives comments were deleted by the airline straight away. they don't even know what good customer service means.",Couple Leisure,Economy Class,July 2017,,,,,,,Negative,0
153,ethiopian-airlines,2018-01-28 00:01:00,"addis ababa to washington via dublin. the flight itself was very good! i would like to thank the hostesses who flew from ethiopia to washington on jan 25, 2018. they were very humble, and very respectful. they treat everyone the same. they have great attitude. they were very cooperative to my needs. they work very hard. i didn’t see them taking a break. i love flying ethiopian!",Solo Leisure,Economy Class,January 2018,Positive,Positive,Positive,Positive,Positive,,Positive,1
154,ethiopian-airlines,2018-01-18 00:01:00,"oslo to stockholm. the flight was delayed, we've been told it was because of a missing part. they kept us in the airport until 24:00 o'clock and later sent us to hotel, we had only 4 hours to sleep and then had to go again to the airport. the day after the flight was delayed again in few hours because they didn't organize the tickets changing. they kept us for a long time waiting in the airport and on the plane. later on i sent ethiopian airlines emails and messages about the compensation i deserve, though i've been ignored.",Solo Leisure,Economy Class,December 2017,Negative,Negative,,,Negative,,Negative,0
155,ethiopian-airlines,2018-01-11 00:01:00,"flew ethiopian airlines from addis ababa to los angeles. i went on holiday and flew with them twice and each time was frustrating. the attendants are rude and have an attitude about anything you ask them. during my first flight, i asked four different people for water and waited for over half an hour with nothing. i had to get up and go to the back, where they were all just sitting and talking. i proceeded to get my own water while they all looked at me. then on the way back from my trip, we were told our flight was on time. then we were told it was delayed 30 minutes due to a small issue. then we heard nothing for two hours. my sister and i were travelling together. i bought our tickets together and specifically requested that we are seated together. i asked an attendant to change my seat since i specifically requested two seats together. she told me the flight was full and i should look in the computer myself to find a seat that was together. i went to another attendant on the place and she said there were many extra seats so she had no problem getting me two seats next to each other. also, my flight was supposed to be a straight flight from ethiopia to lax but somehow we ended up in dublin. i understand that they need to stop and refuel but they should communicate with their passengers. the dublin authority came on the plane and requested to see all our boarding passes and passports and they made us get up to search through all our seats. it was too long for a trip to be that frustrating. i will never use this airline again.",Family Leisure,Economy Class,January 2018,Negative,Negative,Negative,Positive,Negative,,Negative,0
156,ethiopian-airlines,2018-01-04 00:01:00,"london to johannesburg via addis ababa. the entire airline experience and our trip was ruined as ethiopian airlines lost two of our three bags between london and johannesburg -- including one with an entire family's christmas gifts and all shopping done during our trip. the quality of in-flight service, airplane, entertainment etc become irrelevant when you get to your destination and your valuable luggage has been lost. there were a number of people on the same flight with the same problem.",Business,Business Class,January 2018,Negative,Negative,,,Negative,,Negative,0
157,ethiopian-airlines,2017-01-05 00:12:00,"dar es salaam to washington via addis ababa. not very good experience! the service onboard was very slow. the flight attendants were not helpful. every time i turned on my call light, which was a few times, no one every answered. i got up to go to the back and find a flight attendant. i found them sitting having conversations without any care for what was going on in the aircraft. when i asked for a cup of water, one of the attendants acted like it was the largest burden in the world! also, they charge insane fees for changing your flight. no grace, no mercy. horrible customer service and horrible in-flight service.",Couple Leisure,Economy Class,November 2017,Negative,Negative,Negative,Negative,Neutral,,Negative,0
158,ethiopian-airlines,2017-01-03 00:12:00,"tel aviv to antananaviro  via addis ababa. worst customer service ever. i had my luggage missing for a week in madagascar, a place where it is impossible to find replacements. when the language arrived, several items were missing. eventually, after several weeks of emails, they agreed for a 75$ compensation, which is ridiculously low. but as i said that it is an unacceptable sum they started to ignore my emails and i haven't received a cent. the planes were old, entertainment system is probably from the early 90s. the only good thing was that they provided free hotel in addis ababa for the connection overnight. make sure you ask for it at the airport check-in.",Couple Leisure,Economy Class,October 2017,Negative,Positive,Neutral,Negative,Positive,,Negative,0
159,ethiopian-airlines,2017-01-13 00:11:00,"toronto to windhoek via addis ababa. this is the first time i've been compelled to rate an airline. i only have positive things to say about ethiopian airlines. the service from the beginning was excellent from the staff. the boarding process was a little chaotic, but i feel that it was more due to the airports rather than the airline. upon boarding, all passengers were  provided with a small care package of socks, eyemask, and ear plugs, which were a godsend to get some sleep. the food served onboard was excellent, i was served 3 meals and 2 snacks during my flight from toronto > addis ababa. the movie selection was great, and i managed to stay entertained for the entire 13 hour flight. the plane itself was starting to show minor wear and tear, but nothing too terrible. the lavatories were kept very clean by the flight attendants. i had a much better experience with ethiopian air versus with the domestic us/canada airlines. i would definitely travel with them again. well done, to the entire team!",Couple Leisure,Economy Class,September 2017,Positive,Positive,Positive,Positive,Positive,Negative,Positive,1
160,ethiopian-airlines,2017-01-03 00:11:00,"the addis ababa to durban leg ceased to operate on 1 aug, but i was not informed of any changes until 2 oct, ie 61 days later, which was my day of travel from home to get my 01.30 flight from bangkok on 3 oct. the new flight details routed me via addis ababa and jo'burg but failed to provide a jo'burg to durban leg. i contacted ethiopian by email as their thailand customer service number did not exist. my email was acknowledged by computer but no one actually dealt with my problem despite 2 further emails that day. i organised my own flight from jo'burg to durban. prior to my return flight i managed to get ethiopian to provide a durban to jo'burg leg and thus i could continue my journey home. the flights were ok but boarding was as always late and at addis ababa we were directed to 3 different gates by staff contrary to the gate information boards before we got on the plane. the food was pretty awful. the dreamliner 787 has the av controls in the armrest - what idiot designer put them there? every time you rest your arm or get up you change the av system or call the stewardess or turn off a light. probably a designer who has never flown before! on returning home it took ten days for the customer relations to answer my complaint and they failed to address any of the points raised. i am still fighting them. their administrative organisation is a mess and their ability to deal with operational changes is hopeless. their customer relations is non existent.",Couple Leisure,Economy Class,October 2017,Negative,Neutral,Negative,Negative,Negative,,Negative,0
161,ethiopian-airlines,2017-01-24 00:10:00,"addis ababa to london overnight on ethiopian airlines a350. boarding was quick, all done in 25 minutes with a 85% full plane. pulled back on time, ie 01.05. flight time was announced as 7 hrs 15 mins. reduced size dinner due to time served at 0230, it was fine (i had eaten in a restaurant around 2030). lights then put off for approx. 150 minutes, then breakfast served. for some reason we were forced to circle 3 times in stack over essex so for no fault of the airline we didn't land till 06.55. as a very regular london to addis ababa flyer i love the a350 even more than ethiopian's boeing 787. cannot fault the flight but was still waiting for bags at lhr t2 70 minutes after landing. ethiopian has about 25,000 passengers per day. most of whom do not put up reviews as they are quite happy with things.",Solo Leisure,Economy Class,October 2017,Positive,Positive,Positive,Positive,Positive,,Positive,1
162,ethiopian-airlines,2017-01-02 00:10:00,"cape town to dublin via addis ababa. it's my first international round trip, so i have nothing to compare it to. my review is strictly about the onboard food options. my partner and i placed special food orders beforehand and double and triplechecked to ensure it was properly understood. we ordered vegan options i.e. pure vegetarian i.e. free from animal flesh, egg or dairy (milk, creamer, cheese, margarine, butter etc.). we flew cape town to addis / addis to dublin return. cape town to addis was fine. every trip after that was problematic. my partner and i were sometimes given different options, and often these options included dairy of some kind. sometimes there weren't even dairy-free coffee creamer options available. staff need to be trained to properly understand various dietary requirements. i don't know how it compares to other on-board airline food, but these were quite boring. we had no other problems with the rest of our experience with the airline.",Couple Leisure,Economy Class,September 2017,Neutral,Positive,Negative,Positive,Positive,,Positive,0
163,ethiopian-airlines,2017-01-29 00:09:00,"london to addis ababa on ethiopian airlines a350. their 787 and 777s are great too but the a350 is quicker. i have used it twice to addis this year, january it was only 6 hrs 30 mins flying time, this time 6 hrs 45 minutes. have flown london to addis many times on bmi. klm, luthansa, emirates and the old east african airways in the 70s. ethiopian airlines current service and the a350 beats them all. even lhr terminal 2, of which i am not fond, was smooth this time with very helpful staff at bag drop. this overnight flight to addis is at 9pm in uk summer and 8.00pm uk winter. we rolled back in an almost full plane at 9.30 pm. the dinner served about 11 pm was great, on the box it said chicken curry but it was a lovely chicken tika masala and other items on the tray were also excellent. they serve habesha, one of several excellent ethiopian lagers but unfortunately do not yet do ethiopia's first class rift valley wines. arrived addis 06.30 and visas on arrival was also extremely efficient and quick despite a queue of around 30 people. i fly london to addis return on average three times a year and right now would not consider any other airline for it. in the past 2 years have also flown addis bangkok return, addis to capetown, joburg to addis. all excellent flights with no problems. be aware that ethiopian airlines satisfied customers do not mostly write on here.",Solo Leisure,Economy Class,September 2017,Positive,Positive,Positive,Positive,Positive,,Positive,1
164,ethiopian-airlines,2017-01-25 00:09:00,"you may think you want to fly the cheapest price but think twice. on our trip this month, after buying the ticket in may, we were told 5 weeks before return flight that there had been some changes and that we had to call in. no phone number was given to call of course. i call usa number and was told the flight was cancelled and we had to return a day later. i confirmed the new reservations. i then had to re-buy new domestic connection tickets on my dime. while we were in madagascar, with no phone we kept getting emails that our flight was cancelled and that we had to call. we could not connect a call even on skype. we finally connected with ethiopian on departure date and it turned out that they had not cancelled the original reservation so that they had duplicate reservations. this took over $100 of cell minutes to establish. when we checked in for return flight from madagascar, ethiopian could not print the boarding passes for the onward ticket from addis ababa to washington dc. we were told not to worry and that we would be met at the plane and given our boarding passes. the plane departed madagascar late after they refused to allow us to carry on bags (despite a check in 3.5 hours early amd half the plane been allowed to). we are now in addis ababa and find that there is an unannounced extra stop in dublin and that our seats have been given away. no body met us with boarding passes and we are now trying to get some.",Couple Leisure,Economy Class,September 2017,Negative,Negative,Negative,,Negative,,Negative,0
165,ethiopian-airlines,2017-01-21 00:09:00,"nairobi to bangkok via addis ababa. old plane from nairobi to addis ababa, tray for meal on the seat was broken. food was ok but cake and snack were very low quality. friendly staff. a poor lounge at addis ababa. overall i would recommend if you get a good deal. however the flight service was surprisingly good.",Solo Leisure,Business Class,September 2017,Negative,Positive,Neutral,Negative,Neutral,,Positive,1
166,ethiopian-airlines,2017-01-02 00:09:00,"muscat - addis ababa - kigali and entebbe - addis ababa - muscat in business. check-in in mct and ebb swift. outbound both flights were on time. on the return, ebb-add was about one hour late. this was no problem since we still had sufficient time in add (and the lounge in add terminal 1 was abysmal anyway). seats in the ethiopian b737 were of the old cradle type and did not incline very far. still they were spacious and comfortable and, using the fold-out footrests, allowed for a nice nap. no ife was available. food and inflight staff on all four legs were simply excellent! friendly proactive flight attendants served an excellent selection of ethiopian and international dishes, accompanied by exceptionally high-quality wine. the two business class lounges in add couldn’t be have been more different. where terminal 2 features a modern, clean facility with comfortable seats, tasty food and drinks and sufficient toilet facilities, the old t1 lounge was a smelly unpleasant place with dirty plastic seats, flooded toilets and food which we did not dare touching.",Couple Leisure,Business Class,June 2017,Positive,Positive,Positive,,Neutral,,Positive,1
167,ethiopian-airlines,2017-01-24 00:08:00,"amsterdam to cape town via addis ababa. we booked our tickets in january 2017 to fly 19th july 2017. the very next day, i emailed ethiopian airlines to enquire about our special meals and about seating. i had been struggling since day one and kept receiving errors online. constant emails throghout the year until we eventully flew in july, they confirmed our meals and seating.. our trip from vienna to addis, was awful. our seating was out by one row which meant we did not get the arranged seating but was put in front of the toilets which flushed all night. the hostess struggled with english and when we told her we had requested special meals, she took out slips of paper out of her apron and checked our seating and said no, nothing had been arranged! we did have emergency exit seats from addis to cape town but no vegan meals arranged? the air stewards / hostesses were not friendly or welcoming but short and abrupt. lights stayed on until 2am after the hostesses walked around chatting to each other with duty free trolleys while people tried to sleep. we did not sleep a wink. i saw and hear other people around me complain that when they called a hostess, they did not come. one man kept buzzing for about 20 minutes and eventually she appeared. a woman had requested something to drink an hour or more ago and she explained that it was the third time she had asked and still nothing. we did however, have only one person who was extremely helpful ( global call center ethiopian airlines, bole international airport) and communicated with me before our flights and after but this issue is now out of her hands and was sent to the customer service by me 8 days ago and no reply. this is the worse airline i have flown in 20 years of flying around the world.we are most disappointed with our trip and not sure if we will fly with ethiopian airlines again.",Couple Leisure,Economy Class,July 2017,Negative,Negative,Negative,Negative,Negative,,Negative,0
168,ethiopian-airlines,2017-01-20 00:08:00,frankfurt to nairobi via addis ababa. first they forgot our luggage on our way there and we were 4 days without our luggage. then on our way back our flight was delayed and therefore we missed our connecting flight to frankfurt. as a result we had to stay 24 hours in addis ababa in a hotel. but getting to the hotel was difficult because there was chaos everywhere and the ground stuff was more than unfriendly! they sent us from one counter to another and noone had any information on what we can do now! in the end we reached that hotel at 3am after spending 3 hours at the airport waiting for our shuttle. this was the most horrible flight i've ever had and the airline didn't handle it very well. i will never take this airline again and also won't recommend you to take it. cabin staff and and the inflight entertainment were quite good. but sadly the food was horrible.,Couple Leisure,Economy Class,July 2017,Positive,Neutral,Negative,Positive,Negative,,Negative,0
