,Subject,date_published,verified,review_text,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,ground_service,wifi_&_connectivity,value_for_money,recommended
75,ethiopian-airlines,2019-01-21 00:03:00,True,"Bangkok to Hong Kong. I was on a 787 which was a continuation of a flight from Addis Ababa. Check in was not good. I was the first in line in the Star Gold line, and there were three open desks. But none of the staff appeared to be working. The one desk which was processing customers was dealing with someone who was clearly a difficult customer, and wouldn't be finished any time soon. Since I had only carry on luggage and had checked in online, I decided to skip the counter and verify my documents at the gate. No problem there. The plane was nearly empty--maybe 40 guests on a 787. We all got rows to ourselves. We boarded on time, but left a little bit late. The seats were worn out, this must have been one of the oldest 787s in the fleet. The entertainment system was also a bit beat up, but the selection of both international and African films was surprisingly good. The food was also a pleasant surprise, delivered quickly, tasty and hot. The inflight team had a way to go to live up to international standards. They seemed to be barely able to hide their contempt for their passengers, which seemed strange. But you could see where some of that was coming from, there appeared to be a training attendant who was constantly criticizing them, her face never broke from an angry scowl. I wouldn't not fly them again. But as long as there are other choices, I'd probably look elsewhere.",Boeing 787,Business,Economy Class,Bangkok to Hong Kong,March 2019,3.0,2.0,5.0,4.0,1.0,,4,yes
76,ethiopian-airlines,2019-01-13 00:03:00,False,"The flight from Washington to Addis Ababa on feb 28 was in general good as far as leaving on time, flight experience was excellent and entertainment was fair. In contrast food service was poor. I have flow Ethiopian from IAD to ADD numerous times and always raved and appreciated their food service. We were fed at least four times and always bragged about it. However, on this particular flight we were fed only twice. Had Ethiopian had this policy from the get go nobody would have complained, i guess they spoiled us. Ethiopian has grand ambitions of expanding, but as one expands small details get forgotten  like cutting food costs etc. I will fly ET again but if things get shrinked as one expands, I might have to think twice about flying with ET again",,Solo Leisure,Economy Class,Washington to Addis Ababa,February 2019,3.0,3.0,1.0,3.0,3.0,,3,yes
77,ethiopian-airlines,2019-01-13 00:03:00,True,Vienna to Windhoek via Addis Ababa. Was pleasantly surprised. Aircraft was very clean and new. The food (booked vegetarian) was delicious. Service was very friendly and accommodating! Was a perfect flight for our trip to Namibia. DE: War positiv überrascht. Maschine war sehr sauber und neu. Das Essen (gebucht Vegetarisch) war lecker. Service war sehr freundlich und zuvorkommend! War ein perfekter Flug für unseren Trip nach Namibia!!,Boeing 787,Couple Leisure,Economy Class,Vienna to Windhoek via Addis Ababa,February 2019,4.0,5.0,5.0,4.0,4.0,,5,no
78,ethiopian-airlines,2019-01-12 00:03:00,False,"Johannesburg to Stockholm via Addis Ababa. A real pleasure to fly on an airline with new aircraft. Staff were very friendly and answered all questions with a smile. Only downside is Bole International Airport in Addis Ababa, it is overcrowded, confusing and a really bad Business class lounge.",A350-900 / Boeing 787-9 / 777-200LR,Solo Leisure,Business Class,Johannesburg to Stockholm via Addis Ababa,February 2019,4.0,5.0,4.0,3.0,3.0,,4,yes
79,ethiopian-airlines,2019-01-06 00:03:00,True,"Ethiopian airlines is a world class airline, comparable to Emirates. Plus, they’re half the price of Emirates. I recently flew ultra-long haul 23 hours each way from Bangkok to Buenos Aires and returning from Newark. Both flights had two stops for crew changes. Check in at Bangkok Airport seems disorganised and the location of the check in counters which are next to El Al means you are checking in next to armed security personnel which gives an uncomfortable feeling. My hopes went up when I visited the EVA Air lounge which was very good. Boarding was extremely disorganised, they shouted out business class passengers but I was blocked by other passengers from entering the gate. We had the older business class product which is similar to Turkish Airlines A330, but compressed into a smaller cabin. You had a choice of mimosa, champagne or orange juice on boarding, and the cabin was 50-75% full on all flights. After a late night departure, only three passengers chose to have dinner, so there was no excuse for slow service. Within an hour after takeoff, I had enjoyed a very good late night meal. They plate the food on board the aircraft and place individual elements on the tray table, rather than bringing it out on a tray. After which, I slept like a baby on their comfortable seat. A comfortable quilt is provided, business class quality, but the pillow is too small. Transfer in Addis Ababa is messy, but you manage to get through somehow. The cloud nine lounge is one of the most unique I have ever experienced, and instead of doing an ear-wrenching PA a lounge attendant walks around shouting different destinations which are ready for boarding. I felt this was acceptable as they didn’t want people missing their flights. I thoroughly enjoyed a six-course meal on the flight to São Paulo, including some local dishes. One thing they do right on Ethiopian is every chicken dish I’ve had has always been moist and not dried out. Great job on that! The crew were courteous and well-trained. They were more than willing to go the extra mile. There were Enough movies to keep me entertained for all flights. The return from Newark just proved to me they are better than Emirates. The flight was delayed due to weather and late arrival, so when they announced the delay I asked if I could wait in the business class lounge. The gate agent said she would pick us up and whisk us through when the flight was ready to board. Sure enough, 30 minutes later, the gate agent comes and sees me and whisks me and other business class passengers through a very crowded boarding area. The flight was delayed three hours due to de-icing and weather, and by the time we got to Addis Ababa, we literally had five minutes before the flight was scheduled to leave. No problem, they whisked all tight connections onto a bus and drove us straight to the plane, and I was literally the last passenger to board the plane. All these little details clearly make Ethiopian Airlines a world class airline. When I re-read their website, they define their cloud nine as “a mix between first and business class.” I can very clearly see elements in the soft product which accounts for first class service. The hard product is still business class, to be fair. I would have no hesitation in flying Ethiopian again at all.",B787-8 / 9,Family Leisure,Business Class,Bangkok to Buenos Aires via Addis Ababa / Sao Paulo,March 2019,4.0,5.0,5.0,5.0,5.0,,5,yes
80,ethiopian-airlines,2019-01-25 00:02:00,False,"Addis Ababa to Atlanta. The staff at Ethiopian airlines in Addis have the worst customer service I have experienced. I and my two friends reserved our seats almost two weeks prior to our flight.They gave my friend's window seat up to another passenger; and when she questioned the agents who were handling customer care, they said that they could not do anything for her. I am shocked how unprofessional the staff was. I and my two friends were also told by the same people that we can not get on the plane if we keep questioning them about her window seat. No apologies from anyone at all. I am so disappointed, and I will never fly Ethiopian airlines again.",,Business,Economy Class,Addis Ababa to Atlanta,February 2019,2.0,1.0,2.0,,2.0,,1,no
81,ethiopian-airlines,2019-01-16 00:02:00,True,"Frankfurt to Juba Via Addis Ababa. I am struggling to find a way to say anything positive about my experience with this airline. From the confusion on arrival in Addis as to where to take the next connection, got into the right terminal eventually, meeting unfriendly ground staff,  business lounge had no urinal, one basin toilet that did not have water, and luggage that did not arrive with me at destination.",,Business,Business Class,Frankfurt to Juba Via Addis Ababa,February 2019,3.0,3.0,3.0,2.0,1.0,,2,no
82,ethiopian-airlines,2019-01-04 00:02:00,True,"Mombasa to Kuala Lumpur via Addis Ababa. Ethiopian performed well again, check in slow at origin, some hassle over stopover in ADD but resolved in the end, smooth flight to ADD, special passport line in ADD, check in for next flight in ADD very convenient, lounge adequate, special boarding zone and boarding bus for business class passengers, smooth flight, on time arrival, transit in Singapore nuisance again, all transit passengers get off and be security checked again. Baggage arrived in KUL as priority.",Boeing 787,Business,Business Class,Mombasa to Kuala Lumpur via Addis Ababa,January 2019,5.0,5.0,5.0,5.0,4.0,5.0,5,yes
83,ethiopian-airlines,2019-01-04 00:02:00,True,"Flew Kuala Lumpur to Nairobi via Addis Ababa. Had a very good experience with Ethiopian Airlines. Check in KUL very efficient, boarding smooth, transit in Singapore a hassle, why did transit passengers have to get off in the middle of the night to be security checked again? Flight very comfortable, arrived on time in ADD, transit lounge leave a lot to be desired, but boarding for connection very convenient with jetty and arrival on time in Nairobi. Bags arrived first as priority!",Boeing 787,Business,Business Class,Kuala Lumpur to Nairobi via Addis Ababa,January 2019,5.0,5.0,5.0,5.0,4.0,5.0,5,yes
84,ethiopian-airlines,2019-01-03 00:02:00,True,"Madrid to Cape Town via Addis Ababa . Both flights were on time and cabin crew were friendly and helpful throughout. I chose Ethiopian based on routing and overall point to point travel time. I was a bit concerned, because my connecting time in Addis was just over one hour - tighter than I think I could do at any European airport. But Ethiopian managed this with flying colors! Not only that, the overall comfort level on the planes (787 and 777) was quite acceptable, better, I think, than what I would expect on an American carrier (though lower than on, say, Emirates). The aircraft inbound to Addis from Madrid wasn't as clean as it should have been (and the toilet paper ran out in one bathroom). The aircraft outbound from Addis was properly cleaned (probably they do that kind of servicing only in the home airport), though the food on that leg was substandard (worst dessert I've ever tasted, but I would consider that a small fault). I should note that the new terminal in Addis wasn't completely ready and it was literally impossible to get information on my connecting flight's departure gate from the monitors. In the end, I trusted my Madrid-printed boarding pass, which did the trick. Verdict: not top of the heap, but my first experience on Ethiopian was a generally positive experience. In fact, I've booked another trip from Europe to South Africa with them for later in the year.",Boeing 787,Solo Leisure,Economy Class,Madrid to Cape Town via Addis Ababa ,December 2018,3.0,4.0,2.0,2.0,2.0,,4,yes
85,ethiopian-airlines,2019-01-28 00:01:00,True,"Paris to Addis Ababa. Very good flight with good quality service. Poor amenity kit offered by Ethiopian but overall presentation very good for the price. Personnel very attentive, catering of good quality even if wine could be improve. Bigger concerned are concerning Addis Ababa airport very far from the quality you have on board! Lounge very far from any expectations of a 4 star airline!",Boeing 777,Business,Business Class,Paris to Addis Ababa,September 2018,4.0,4.0,3.0,3.0,3.0,,4,yes
86,ethiopian-airlines,2019-01-24 00:01:00,True,"Addis Ababa to London Heathrow. Found the entire on-the-ground experience in Addis to be a nightmare. Four really lengthy queues: security to get into terminal, passport control, gate security and then, finally and most unnecessary, a huge queue to check your boarding pass and passport at the gate. This was being done (extremely slowly) by a single (sometimes two) Ethiopian Airlines employee while a selection of her colleagues just watched. Seats themselves are fine, and the inflight entertainment was decent - good screen and a reasonable selection to choose from. However, the food was atrocious, definitely the worst food i've ever had on a long-haul flight. Dinner was a ""chicken"" sandwich with a plain cous cous side dish. The ""chicken"" was some form of luncheon meat, with a pink colour and a horrible flavour. Breakfast was a bland hot dish of ""sausage"" and scrambled eggs with some foul tinned-style fruit (not fresh). The cabin crew were for the most part ok, but there was an incident with a child vomiting across the aisle from me. Despite me alerting the crew, all they did was provide the mother with napkins to clean up and made no effort to clean the vomit from the carpet and back of the seat themselves. As a result the cabin smelt like vomit for the rest of the flight. Would definitely not recommend - there are better options for this journey, even if it involves a layover.",A350,Solo Leisure,Economy Class,Addis Ababa to London Heathrow,January 2019,3.0,2.0,1.0,4.0,2.0,,3,no
87,ethiopian-airlines,2019-01-21 00:01:00,True,Had a very pleasant experience on our flight from Frankfurt to Windhoek via Addis Ababa on the new A350-900 / B787-800. Check-in swift and friendly staff. Boarding easy. Very child friendly. (Traveled with a 2 and an 8 year old). Departed on time and arrived 30 min ahead of schedule in ADD with a 2 hour layover going to WDH. Their new planes have very pleasant seats with good legroom an are very comfortable. Excellent IFE with allot of movies of choice. Food was good. Friendly flight attendants. Will be using Ethiopian on my future trips.,A350-900 / Boeing 787-800,Family Leisure,Economy Class,Frankfurt to Windhoek via Addis Ababa ,December 2018,5.0,5.0,5.0,5.0,5.0,,5,yes
88,ethiopian-airlines,2019-01-08 00:01:00,False,"What a mistake! The flight to Cape Town was delayed from leaving Madrid as well as leaving Addis Ababa. We also had major delays heading back home and we even lost our connecting flight. Hundreds of passengers we realized were in the same position when we arrived at the Ethiopian Airline help desk, which only opened at 9.30am. This is definitely going to be the last time I book a flight through Ethiopian Airlines. I'd rather wait 5 hours in Dubai the next time I go to Cape Town, at least Emirates has never given us the same problem.",Boeing 787,Couple Leisure,Economy Class,Cape Town to Madrid via Addis Ababa,January 2019,2.0,3.0,1.0,1.0,1.0,1.0,3,no
89,ethiopian-airlines,2019-01-05 00:01:00,True,"Travelled from FRA to KGL via ADD and BJM on 3-4 January 2019 on A350-900 for the first time – and 737 on the regional flights. Check-in in FRA was not easy, neither on line nor in Airport and I got a bad seat in the middle of a middle section 1 row away from the rear toilets – sat in 46 F. However, they granted me space of two seats as 1 passenger did not show up. Flight full and almost on time. In Addis, bus gating from remote stand took >50 Minutes to disembark the aircraft as they only provided disembarking from a single door in front. Furthermore, they provided only a single bus at a time for 300+ passengers. In FRA they failed to print out my second BP, this often happens with ET and is very annoying as one has to queue up again in Addis to get the second. In ADD, I went to Cloud Nine Lounge though I am at present ineligible without elite status and on economy ticket. However, the lounge reception were kind and let me in meanwhile they upgraded from economy to business for 15,000 miles for next leg to KGL over BJM. Cloud Nine Lounge was nice, X-mas decorations and only half full. The last trip became much more pleasurable and peaceful than the first one though on a much smaller, modest aircraft. Departure champagne given. Luggage arrived perfectly after having traveled 6 legs prior to final destination.",A350-900,Business,Economy Class,Frankfurt to Kigali via Addis Ababa,January 2019,3.0,5.0,4.0,3.0,3.0,,3,yes
90,ethiopian-airlines,2019-01-03 00:01:00,True,"London to Johannesburg return via Addis return. I was unable to use the self check in service at home or at Heathrow Airport. It took 45 minutes to check in at Heathrow even though they were only two people ahead of me. They were there making enquiries about flights. I was allocated a middle seat next to the toilets, and I was sitting between two large men. The plane was over booked and some passengers sat with the flight attendants, they were very noisy and were chatting in loud voices with the attendants through out the journey. For the evening meal I was served a tiny roll with melted butter and a filling which was supposedly chicken and a cup of coffee. I was never asked to choose. I do not eat chicken or drink coffee. The flight attendants were not attentive and were very selective in the manner they treated passengers. I was not offered a blanket even though I asked for one several times. On my return I came via Addis on the 25th and arriving at Bole on the 26th of Nov at 5am. On arrival I noticed that I had left my residence card in Johannesburg when I tried to board the flight to London. The check in flight attendant ceased my passport, boarding pass and my baggage stickers. She left me seated at the departure lounge departure lounge until the plane had left. She did not explain what was to happen next but she refused to hand back any of my documents. After two hours she said I must go to the Interlink Desk down stairs and that she would meet me there. I waited for her at the Interlink desk and she never showed up, the staff were not aware of what was happening. They only came to know about my case late afternoon, even then no one could update me or tell me about what was happening. They Interlink staff said they had received my documents from check-in-attendant but they were not going to release my documents. I asked if I could fly back to Johannesburg to try and retrieve my missing document, but I was told I was not allowed to. I spent the day and half the at the airport being ignored.  On the 26th late afternoon I was told I was booked on a flight back to Johannesburg. I asked about my luggage and was told the luggage 42kg had been sent to Johannesburg. The staff in Bole refused to hand over my passport but gave it to the flight attendants. When I arrived in Johannesburg I was escorted by two immigration staff off the flight. The immigration staff in Johannesburg handed me back my documents and let me go. I checked for my luggage at the Ethiopian desk, the staff there were not helpful they refused to note that my luggage was missing and advised me to check for it in Heathrow. I booked a direct flight with another airline and I tried to trace my luggage in Heathrow it had not arrived. I luggage remains missing, I have tried to make contact with Ethiopian Airlines in UK through the numbers provided on website and by writing emails to different offices both in UK and Addis both my emails and phone calls have not been answered. I have made several trips to Heathrow trying to make contact and I have been made aware that the desk is only open between 14.15 to 19.15. The phones listed are either in active or are not being answered. Its sad to note that a carrier as big as ET can provide such poor service.",,Solo Leisure,Economy Class,London to Johannesburg via Addis,November 2018,1.0,1.0,1.0,,1.0,,1,no
91,ethiopian-airlines,2019-01-02 00:01:00,True,"Harare to Washington via Addis Ababa. On checking in at HRE International airport I was discouraged when seeing that our boarding passes (we had checked in 24 hours before and secured family seating as we were traveling with an infant under 2 years) had been changed as a smaller aircraft was now being used. But a lovely lady went above and beyond to check is in with another seat next to us to allow for the extra room that family seating would have allowed. Wow this member of staff went above and beyond and started our journey on a good note. Our flight was long with an arduous stop in Zambia, Addis, then Dublin, but the staff were warm, friendly and went the extra mile. They were lovely and made the incredibly long flight manageable. The service was good. I think the food could always improve, but it was a pleasant experience. We actually arrived early in DC, which is always a plus. Thank you Ethiopian Airlines team.",,Family Leisure,Economy Class,Harare to Washington via Addis Ababa,December 2018,4.0,5.0,3.0,3.0,4.0,,4,yes
92,ethiopian-airlines,2018-01-24 00:12:00,True,"Nairobi to Chicago via Addis Ababa. I had all types of problems from them changing the flight on me to them deleting my daughters name off their system to the flight attendant refusing us to board yet it was their mistake and I have an infant standing outside in the cold while everyone else boards. I booked my tickets and requested windows seats all through, when we boarded our flight to Chicago on our return, they say myself and my baby next to the toilet and couldn’t move us. I'm very very disappointed and I will never fly with them again.",A350,Family Leisure,Economy Class,Nairobi to Chicago via Addis Ababa,December 2018,1.0,1.0,2.0,2.0,2.0,1.0,2,no
93,ethiopian-airlines,2018-01-16 00:12:00,True,"Sao Paulo to Addis Ababa. I made an online checkin this airline. The boarding pass showed the flight was 5 hours late (7.10 instead of 2.10 am). Not having anywhere to go, I arrived at airport at midnight. I was told that the boarding pass was issued and that the flight was on time. No damage was done, but you wonder what kind of airline would make such a drastic mistake and not make any effort to correct it.",Boeing 787,Solo Leisure,Economy Class,Sao Paulo to Addis Ababa,December 2018,,,,,2.0,,2,no
94,ethiopian-airlines,2018-01-09 00:12:00,True,"Newark to Addis Ababa. They cancelled my flight a day before the trip without notifying me and put me on a flight that was 2 days later. There was no communication regarding this. Luckily i Checked the flight status in the morning. I somehow managed to get the tickets moved to next day, this threw my plans of the trip off and not to mention the inconvenience it added for me with a 3 year old kid. I contacted to the Ethiopian customer service to tell them about the situation all they did was route me from one center to the other. I raised a ticket with them on their website. I did not get any response. I sent them a follow up email after 2 weeks , they did not get back, not even a simple apology. The attitude is so unprofessional. I'm surprised this is how they treat their customer.",,Family Leisure,Economy Class,Newark to Addis Ababa,November 2018,2.0,3.0,2.0,2.0,3.0,,2,no
95,ethiopian-airlines,2018-01-05 00:12:00,True,"Dubai to Kigali via Addis Ababa. I wasn’t expecting their service was one of the best airlines, it was exceptional and very accomodating. I have to give 5 star to one of the Cabin Crew,  she did her job very professional! I was surprised with her gesture, there was no meat food left so i refused to take the vegetable food,but after few minutes she came back giving me business class food just for me to eat. She was so kind!",,Solo Leisure,Economy Class,Dubai to Kigali via Addis Ababa,December 2018,5.0,5.0,5.0,5.0,5.0,5.0,5,yes
96,ethiopian-airlines,2018-01-27 00:11:00,True,"Tokyo to Ouagadougou via Addis Ababa. When I booked my flights my expectations were quite low, especially compared to some Middle Eastern airlines. I have to say it was very satisfactory for the price I paid. The one area, however, that I would want them to improve is the food. The food was average to awful during the flights, especially the one during ADD to OUA and back was almost impossible to eat. It was fish with lots of cabbage with cabbage pickle. However, The rest was fairly fine. The newly renovated airport in Addis Ababa is partially opened adding extra seats and comfort. The staff were friendly and attentive. The cleanliness was acceptable too. On board entertainment could be better, but wasn't bad either. So, yes. Overall for Price value--Very good. With a better food, it would be excellent.",,Solo Leisure,Economy Class,Tokyo to Ouagadougou via Addis Ababa,November 2018,4.0,3.0,1.0,3.0,3.0,1.0,5,yes
97,ethiopian-airlines,2018-01-25 00:11:00,True,"Kuala Lumpur - Singapore in Business Class with Ethiopian Airlines. Initially got seat 4L, but since that was for the pilot not on duty, I was then relocated to 1L. Comfort seat with good cabin crew service, even though less interaction. Food was inadequate for C class.",Boeing 787,Solo Leisure,Business Class,Kuala Lumpur to Singapore,November 2018,3.0,3.0,2.0,3.0,3.0,,3,yes
98,ethiopian-airlines,2018-01-19 00:11:00,True,"I booked ticket on 20 Sep from Singapore to Sao Paulo via Addis Ababa, departing and arriving on 24 Nov. Today (19 Nov) when I tried to select seat, to my horror I found that my ADD-GRU flight had been changed to 26 Nov. I could not believe that 56 hrs layover had been added without informing me. It would have meant losing money onward flights and hotel bookings, not to mention the horror of sleeping at the airport for 3 days. I called booking office and they told me that flight on 24th had been cancelled. Anyway, the staff was able to change the ticket to normal stop over. Still, It's absolutely unacceptable that the airline would change flight dates without informing passengers (I notice that the website was selling ticket for the cancelled flight as recently as last week).",,Couple Leisure,Economy Class,Singapore to Sao Paulo via Addis Ababa,December 2017,,,,,,,3,no
99,ethiopian-airlines,2018-01-11 00:11:00,True,"Once in the air, the flight was pleasant. All the services before and after flight are very weak, operations and workflow are badly managed, staff are insufficiently trained and prepared. They show no initiative (except cabin crew in business as I later experienced). After I read some reviews on Skytrax, I should have seen it coming. So, if nothing goes wrong, you have the chance to have a very pleasant flight. When the slightest problems arise, you will suffer. Our original flight from Brussels to Maputo (via Vienna and Addis) was cancelled and had to fly from Paris instead. No transport was provided, nor alternative flights to Vienna where the flight ADD was still departing. Paris-Addis flight we were downgraded. Old 777 from Paris was not very comfortable, later had new B787-900 on way back to Brussels which is much better. Before the flight, customer service lines were useless. Nobody knew anything. Services in ADD airport are less than satisfactory. And I'm still waiting refund for the missed business class seat, no contact from the airlines or answer to my request.",Boeing 777-300,Couple Leisure,Economy Class,Brussels to Maputo via Addis Ababa,November 2018,3.0,4.0,4.0,4.0,1.0,,2,no
0,ethiopian-airlines,2018-01-09 00:11:00,True,"Frankfurt to Windhoek via Addis Ababa. Wouldnt recommend it. Planes are worn down even if new. Staff busy with making selfies instead of caring about customers during the flight. We had a delay due to a technical issue with the plane in Addis Ababa. Communication was poor at best, were waiting for 1,5hrs until boarding suddenly started. Airport in Addis Ababa feels like a 3rd world construction site.",,Family Leisure,Economy Class,Frankfurt to Windhoek via Addis Ababa,October 2018,2.0,2.0,2.0,3.0,2.0,1.0,2,no
1,ethiopian-airlines,2018-01-07 00:11:00,True,"During my whole experience with Ethiopian Airlines I was mistreated, lied to, not enough compensated, flight cost was 800 EUR, and they acted like a low cost airline, showing no respect/costumer service and inefficiency. I had a flight going from Addis Ababa to Paris, guy on the counter told me there was a “change in aircraft” & issued me a “standby ticket” but told me there was nothing wrong & seat would be assigned at gate. My baggage was checked, I then proceeded to do security, and asked two more people, told me there was “nothing wrong”, I did the line, waited to hop on the plane, me together with other 5 were on standby. They told me the flight was full, if there was any seat they’d give it to me - they didn’t, instead, they gave it to the other guys that arrived later. I stayed there shocked, and waited & waited, they told me they were going to put me on plane to another city in Europe and then connect me to Paris and issued a ticket for me to go to Geneva - so after one very stressful hour, took me to the office so they’d re-issue a ticket for the next flight (which was in 24 hours) and give me an economic compensation at this point, information was never clear and all agents seemed unprepared. I arrived to the office to find out my “compensation” was 200 dollars for a mistake they did agent again acted rude. They issued me a boarding pass with assigned flight for the next day and gave me a paper to “cash in” the money in “any ticket office of Ethiopian Airlines” literal words from the agent. Next day I came to the Airport, to cash in my money - surprise, they “couldn’t cash money at airport” “they didn’t have dollars” “supervisor couldnt sign the release paper” were some of the various excuses they gave me. They told me to pick up the money at the Hilton Hotel in the city 30 min drive from the airport. I arrived at the hotel, and they didn't have dollars, so....they told me they were going to “try to get the money”. Told me to give them my number and they will call me with a “solution”. I went away, and at 3:50pm they called me to tell me they had the money, that I had until 5pm to get there (another 30-40 minute drive) and get it - rudeness again was present They told me I couldn’t get it at the airport, since no supervisor was available to give me the money, going to the hotel was mandatory. I picked up the ridiculous 200USD, and thought this was the final chapter of this bad Ethiopian movie. I get on the plane the next day at 11:30 pm Sunday (after spending one day in Addis) battling with Ethiopian Airlines, get on the plane, get seated on my seat and another woman with a baby and I had he same  seats assigned, and a very rude Ethiopian Airlines agent demanded I moved, since the woman had also this seat.",,Couple Leisure,Economy Class,Addis Ababa to Paris,November 2018,1.0,1.0,1.0,1.0,1.0,1.0,1,no
2,ethiopian-airlines,2018-01-01 00:11:00,False,"Hesitant given complaints by other reviews on tardy departures. My experience was exceptional: On-time flight, great attention to detail, tasty food (nice coffee), and nice lounge (shared with Skyteam, although ET belongs to Star Alliance). Seat was not completely parallel to the floor, but acceptable even on a longer flight (and I'm 6'1""). I would definitely fly Ethiopian Airlines again.",Boeing 787-800,Business,Business Class,São Paulo to Buenos Aires ,October 2018,4.0,5.0,5.0,4.0,5.0,,5,yes
3,ethiopian-airlines,2018-01-22 00:10:00,True,Zanzibar to London via Addis Abbaba. Excellent choice recommended by our tour organiser. Probably the quickest route to Zanzibar from London. Business class service excellent and at a good price. A350-900 a very modern plane and felt it. Flat bed very welcome. Nice touch is a separate bus at Addis guaranteeing priority boarding. No hesitation in using them again.,Boeing 737-800 / A350-900,Family Leisure,Business Class,Zanzibar to London via Addis Abbaba,October 2018,5.0,5.0,4.0,5.0,5.0,,5,yes
4,ethiopian-airlines,2018-01-17 00:10:00,True,Diass to Johannesburg via Addis Ababa. I have been following up with ET several times with regards to a claim on a damaged bag and unfortunately have been shoved from pillar to post with a no care attitude! All I wanted was for someone at ET was to give me legitimate up to date feedback on what was happening with this damaged bag claim. But since 21 Feb 2018 I have only received useless emails whereby staff have been pushing the responses to different departments with no luck. I even went as far as starting a fresh mail chain hoping this would get a different response but  no difference in customer support! Very disappointed and horrified that this is the standard that Ethiopian has claimed their name to...would just like this query to be resolved!,Boeing 737-800,Business,Economy Class,Diass to Johannesburg via Addis Ababa,February 2018,,,,,1.0,,1,no
5,ethiopian-airlines,2018-01-15 00:10:00,True,"Mombasa to Toronto with a 3hr layover in Addis Ababa. In MSA they didnt give me the second boarding pass from ADD to YYZ saying their system was down and I would get it in ADD. On arriving in ADD, I was directed to customer service who upon checking my passport and permanent residence card (PR) said that they need to verify with the embassy and i should have a seat as i wait. 45 minutes later (while the lady assisted all other passengers) I stood up to ask her what was going on. She then gave me back my documents without any explanation and asked me to proceed to the gate. At the gate I explained I didnt have a boarding pass and another lady asked me to seat so that she can process my documents. 2 hrs later,and after the call to board I stood up to ask them what was going on. The lady referred me to another person who then told me their system was down. After pleading that I would miss my flight I was given a boarding pass with a different seat number almost at the end. At first I sat patiently both times as I thought maybe something was wrong with my documents. Turns out it was their system all along and instead of communicating with me they were just indifferent to my plight. I wouldn't recommend this airline to any of my friends after what i went through. It was a very long journey and they made it more tiring",,Solo Leisure,Economy Class,Mombasa to Toronto via Addis Ababa,October 2018,4.0,4.0,3.0,1.0,1.0,,4,no
6,ethiopian-airlines,2018-01-08 00:10:00,True,"Buenos Aires to Tel Aviv via Addis Ababa. The customer service was the poorest! First, they charged me $300 more than what it shoes on their app - when I called customer service I had to wait more than 40 minutes to get to a representative that hardly spoke English and told me to Email them. When I did, they responded more than a week later saying the currency exchange was wrong and I was charged in Argentinian pesos and not in the local Ethiopian currency. At some point, they stopped responding to my emails. When I got to Tel Aviv I found out that my belongings in the checked suitcase were broken. I took pictures and sent it to the airline support email, I could only send one picture at the time. Although I sent several Email, I did not get a single response.  On the day of the flight, I had 19 hours connection stop in Ethiopia, according to their policy I was supposed to get a night in a hotel, at their expense, which I was supposed to get during the check-in. The lady at the kiosk in Tel Aviv was so rude and kept me waiting till the 15 minutes before boarding, saying I could have booked a later flight and avoid the wait, therefore I'm not entitled to an overnight stay on their expense. Needless to say that when I booked the flight there was no such option (to avoid the wait with a shorter connection). After waiting for her to contact the whole airport, and texting a couple of private friends that had nothing to do with my flight, she told me I have 15 minutes to get to the gate or I will lose my flight. At the gate, I spoke with the ""supervisor"" who told me I should speak to the airline rep in Ethiopia, when I get there. She also screamed at me, saying its my fault for not choosing shorter connection time, even though I explained to her that I was never given the option. The rep's desk in Ethiopia didn't help much as well, but at the very least they were nice enough to plain to me that the kiosk in Tel Aviv could put me on a later flight that same night and shorten my connection to 4.5 hours. They explained that ""they should have done it"" or at least offer me that option since that flight was almost empty. I had to spend 19 hours at the not-so-traveler friendly airport in Addis Ababa. My one and only, nightmare type experience with Ethiopian airlines came to an end as soon as I landed back in Buenos Aires. Will never recommend this company to anyone!",,Solo Leisure,Economy Class,Buenos Aires to Tel Aviv via Addis Ababa,June 2018,2.0,1.0,3.0,3.0,1.0,,1,no
7,ethiopian-airlines,2018-01-06 00:09:00,True,"Kilimanjaro to Mahe via Addis Ababa. Flight from Addis to Seychelles was cancelled by a phone call 25 hours before. Then the return flight was also cancelled! This time with no warning, no email. No Ethiopian staff at the airport. This is the first time that I have a flight cancelled. And it happened twice in 1 week,  with Ethiopian Airlines. So I won't fly again with them. The connection in Addis airport is terrible. Spent 11 hours there. So happy it won't happen again.",A350 / Boeing 737,Family Leisure,Economy Class,Kilimanjaro to Mahe via Addis Ababa,July 2018,1.0,1.0,,,1.0,,1,no
