,Subject,date_published,review_text,type_of_traveller,seat_type,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,ground_service,wifi_&_connectivity,value_for_money,recommended
232,ethiopian-airlines,2016-01-20 00:07:00,family flew ethiopian airlines july dublin los angeles return trip excellent airline exceeded expectations  legroom plane best ive ever seen economy transatlantic flights food good quality airline staff attentive nothing seemed problem would recommend would problem flying,Family Leisure,Economy Class,July 2016,Positive,Positive,Positive,Positive,Positive,,Positive,1
233,ethiopian-airlines,2016-01-15 00:07:00,flew ethiopian airlines los angeles dublin return october  june   flights excellent must say every single member staff encountered reservations checkin boarding inflight disembarking welcoming helpful friendly seemed happy jobs find rare airline industry day age plane spacious legroom best experienced transatlantic flights found food good great choice meals offered able free wine two dinner nice touch october  ethiopian airlines airline offering direct flights los angeles dublin although aer lingus started operating direct flight may  found ticket prices ethiopian airlines almost half price aer lingus flights dates looking also return flight dublin los angeles october  although told checkin going eight hour delay departing customers looked quickly efficiently friendly staff within half hour taken nearby  hotel treated full breakfast lunch hotel picked brought back late afternoon departure  proof ethiopian airlines knows look customers happy fly home ireland ethiopian airlines anytime,Couple Leisure,Economy Class,June 2016,Positive,Positive,Positive,Positive,Positive,,Positive,1
234,ethiopian-airlines,2016-01-15 00:07:00,group    adults  kids travelled india mumbai  july  durban sa via addis ababa left india late arrived late connecting flight  transported incoming plane bus took us directly onto connecting plane never went terminal building inflight entertainment  hours except music via broken head sets board found seats given passengers inflight staff  everyone put correct seats  us seated plane started moving toilets dirty current passengers cleaned previous flight food poor  beef offered passengers dont eat beef serving drinks ice dropped wife seats uncomfortable torn dirty head rests greaseoil cover like changed previous flight arrived durban baggage still,Family Leisure,Economy Class,July 2016,Negative,Negative,Negative,Negative,Negative,,Negative,0
235,ethiopian-airlines,2016-01-10 00:07:00,flew round trip dublin los angeles ethiopian airlines would rate top notch price extremely competitive service onboard efficient flight attendants outstanding  gracious kind attentive food quite nice aircraft clean toilets seats comfortable plenty leg room inflight entertainment great lots choice would say one best flights ive long time fact direct makes big difference,Solo Leisure,Economy Class,July 2016,Positive,Positive,Neutral,Positive,Positive,,Positive,1
236,ethiopian-airlines,2016-01-06 00:07:00,cape town bangkok via addis ababa ethiopian airlines competitively priced addis gates holding area dirty uncomfortable  flights late takeoff  hours   flights airconditioning plane inadequate could improved despite asking staff sure means broken final leg addis cape town pleasure comfortable temperature legs endured toilets galleys dirty seats tired cracked tray table broken seat pocket stark contrast bangkok airways determined late waiting us arrived late addis escorted us security passport control clean comfortable plane ensure miss delay flight intend fly ethiopian,Family Leisure,Economy Class,July 2016,Negative,Negative,Negative,Negative,Negative,,Neutral,0
237,ethiopian-airlines,2016-01-26 00:06:00,london heathrow johannesburg via addis ababa first time flying particular star alliance member ethiopian airlines aeroplan points started great staff super friendly helpful throughout whole thing flight attendants particular amazing good started ended electrical malfunctioning plane waited board  hrs told disembark due difficulties plane told new flight would scheduled us morning catch hotels could provided due availability provided camping mats thin blankets us sleep floor terminal missed connecting flights needed way get bfn time attend meeting trying get information anyone order get bags cancel tickets impossible even help heathrow information people extremely nice tried helpful possible airport staff getting involved waiting luggage requested back watched poor staff try maintain order angry group people storming gate even make flights departure time still wait horrendous amount time get luggage flight et joke,Family Leisure,Economy Class,June 2016,Negative,Positive,Negative,Negative,Negative,,Negative,0
238,ethiopian-airlines,2016-01-07 00:06:00,dublin los angeles ethiopian airlines service good plane could better cleaning connecting dublin fine  food wasnt  ever great getting two suitcases traveling usa would travel major concerns reasonable prices,Family Leisure,Economy Class,February 2016,Positive,Positive,Neutral,Positive,Positive,Neutral,Positive,1
239,ethiopian-airlines,2016-01-02 00:06:00,flew ethiopian airlines addis ababa nairobi checkin swift passport check addis airport flying gold card holder able use ‘cloud nine’ lounge addis lounge falls far standard would expect premium lounge overcrowded dark unwelcoming board aircraft offered hot meal basic airline fare – chicken rice hard bread role sort sweet offering honest forgotten seats old disrepair fabric looked tired scruffy toilets became filthy short flight – see flight attendants check back row sorry say impressed landed nbo immigration via new makeshift terminal nbo airport streets ahead addis get better new terminals opened et gets b little comfort customer service,Business,Economy Class,May 2016,Negative,Negative,Negative,,Neutral,,Neutral,0
240,ethiopian-airlines,2016-01-25 00:05:00,mumbai khartoum via addis ababa ethiopian airlines took  hour  minutes get boarding pass checkin counter people jumping queues staff least bothered organise long queues delay  hours departure resulted missing connecting flights onward journey local ethiopian airline staff addis ababa clue late arriving transfer passengers inspite boarding passes issued mumbai arrogant insensitive  hour check   hour delay   hour flying time made stand transfer desk without water seating  staff cancelling reissuing new boarding passes next available flight took  hours passengers got angry offered food coupons redeemed chicken gravy dry vegetables rice along bread bottle water vegetarians eat plain rice dry vegetables curry tea coffee available connecting flights   hours later happened th may   flight et  returning et  khartoum addis ababa th may vegetarian meal board,Solo Leisure,Economy Class,May 2016,Positive,Positive,Negative,Negative,Negative,,Negative,0
241,ethiopian-airlines,2016-01-07 00:05:00,first time flying ethiopian excited fly heard good one best africa boarded around pm lax didnt take nearly heard often late seems true many occasions  looked popular flight tracking website past flights  hours late finally left lax cabin crew started back economy delivering meals reached seat front last economy section around handed tray heres chicken crew couldnt less bothered smiles except purser stepped aboard general look completely fed meal using term loosely absolutely worst eaten board aircraft tray food containers servings tiny rock hard bread bun slimy square something resembling muffindesert bread measly pieces chicken runny gravy two tiny boiled potatoes piece broccoli crew took long collect trays people started leave floor bulkhead  door around picked lights left full brightness cabin maybe armrest tv broken maybe half tv screens cabin relatively new b aircraft toilets poor shape flight arrived dublin waited carousel bags delivered close hour half tweeted dublin airport authority ask going replied airlines fault reading another review feel lucky got bags return flight lax two weeks later better flight maybe third full entertainment system working however food still pathetic left dublin hour late first last trip ever ethiopian need game waste fleet new b aircraft provide terrible service,Solo Leisure,Economy Class,April 2016,Neutral,Negative,Negative,Negative,Negative,,Negative,0
242,ethiopian-airlines,2016-01-28 00:04:00,brussels seychelles via addis ababa used voyager miles saa book holiday seychelles star alliance partner could get us christmas period ethiopian booked march  ethiopian managed cancel two four flights resulting rebooking losing days holiday accommodation return day earlier changed boeing  first generation boeing  would acknowledge family allowed go star alliance gold sheba lounge food okay smiles staff super overcrowded changes flights offered accommodation family tours addis would spend one unplanned night addis guess luckily ethiopian cancelled seychelles  addis flight left us seychelles boeing  old entertainment food mediocre none attendants actually smiled,Business,Economy Class,January 2016,Negative,Negative,Negative,Negative,Negative,,Negative,0
243,ethiopian-airlines,2016-01-27 00:04:00,traveled los angeles dublin ethiopian airlines arrived dublin luggage airport luggage still plane would retrieve saying late taking wouldnt even look get things april th   days flew shoes accessories tuxedo gown make hair care etc called called never anyone respond purchased tickets advance paying   reimbursed items purchase attended  events trip miss first one didnt items needed look presentable saved long time go trip shouldnt spend additional money things already  flat iron clothing shoes make etc ethiopian airlines returned call email swissport office said happens every one flights unacceptable,Couple Leisure,Economy Class,April 2016,Positive,Positive,Positive,Positive,Negative,,Negative,0
244,ethiopian-airlines,2016-01-21 00:04:00,flew carrier first time march  dublin los angeles frequent flyer stage used main international carriers first time ever felt need go trouble writing poor review airline outbound flight rescheduled last minute meaning arrived hour late lax subsequently missed connecting flight alaska airlines told us contact ethiopian checked us way final destination dublin airport refused spent phone ethiopian customer services representation lax person dealing us phone incredibly rude eventually agreed ethiopian would pay book us another flight instructed go back alaska airlines discussed told said method suggested impossible luckily alaska airline extremely helpful gave us change seat fare instead full fare next flight available actually orange county airport next day cost us shuttle bus hotel flights screens work either outbound return flight crew seemed think normal  hour flight clean toilet flight home use every toilet aircraft  hours flight dirty least fussy eater say food even recognisable meals suggest bringing snacks finally concerning point waiting leave la kind technical trouble sat aircraft two hours leaving late course problem leaving received safety demo none crew came around inspect cabin configuration take friend fast asleep seat reclined started head runway ethiopian airlines first airline ruled far flights expensive carriers quality big carriers im afraid shame convenient route good new aer lingus starting lax route soon,Solo Leisure,Economy Class,March 2016,Neutral,Negative,Negative,Negative,Negative,,Negative,0
245,ethiopian-airlines,2016-01-10 00:04:00,johannesburg london heathrow via addis ababa ethiopian airlines huge seats masses legroom lift headrests fold side flags stop head falling sideways usb charging points loads audio  video channels flights left time cabin service slow staff pleasant efficient online checkin didnt work helpful staff every airport able choose seats even change better one became available would prefer fly purely amount space get,Solo Leisure,Economy Class,April 2016,Positive,Positive,Positive,Positive,Positive,,Positive,1
246,ethiopian-airlines,2016-01-10 00:04:00,oslo zanzibar via stockholm rome addis ababa ethiopian airlines  hour delay okay understand problem boeing  whats ok airline decline communicate us event contacted  times answer im getting contact shortly posted story facebook page post deleted prevented post pages sat  hours waiting plane without offered water things drink stay away airline porblems plane understandable willing communictate customers totally unaccetable,Family Leisure,Business Class,December 2015,Neutral,Negative,Negative,Neutral,Neutral,Negative,Negative,0
247,ethiopian-airlines,2016-01-04 00:04:00,dubai addis ababa spite young age ethiopian airlines boeing worn touch screens work worn seats despite legroom available food disgusting  whatever route fly serve chicken tomato rice  shame airline representing country incredible cuisine nice crew much improve poor service level addis ababa airport avoided  pass fast ethiopian airlines experienced phenomenal growth shame see sacrificed quality service,Business,Economy Class,April 2016,Negative,Neutral,Negative,Negative,Negative,,Negative,0
248,ethiopian-airlines,2016-01-04 00:04:00,cheap flights cheap service ethiopian airlines flight london johannesburg via addis ababa one remember sets pretty small compared airlines used tv screen working flights london addis ababa food absolutely poor gluten intolerant booked special meal bought flight dont know gluten intolerance means found tray written gf gluten free gave bread muffins containing gluten saying luckily brought something eat case least flight cheap,Couple Leisure,Economy Class,March 2016,Negative,Neutral,Negative,Negative,Negative,,Neutral,0
249,ethiopian-airlines,2016-01-01 00:04:00,recently flew ethiopian airlines johannesburg london via addis ababa flights operated boeing  aircraft lot comfortable emirates ethiopian xx seat layout whereas emirates xx aircraft spacious seats comfortable seat pitch great food flights expected  crew fantastic found nicer european airlines flown definitely fly word warning addis ababa bole airport really needs overhaul ground staff could going customer service course shame seems let ethiopian airlines past still whole impressed improvements breath fresh air africa,Solo Leisure,Economy Class,March 2016,Positive,Positive,Positive,Neutral,Negative,,Positive,1
250,ethiopian-airlines,2016-01-01 00:04:00,first time ethiopian airlines flew round trip los angeles dublin lax checkin agent informative helpful thought may crew members board would unfortunately wrong crew friendly warm welcoming feel theyre job get way bump seat pushing cart elbow times didnt hear word sorry excuse pardon anything interaction staff even smile food terrible recommend airline,Solo Leisure,Economy Class,March 2016,Negative,Negative,Negative,Positive,Negative,,Negative,0
251,ethiopian-airlines,2016-01-23 00:03:00,ethiopian airlines flight douala addis ababa left  hour late due burst tyre flight pleasant boeing  problems started addis flight addis dar delayed every  min due operational reasons pm local time midnight took boarding passes issue us hotel vouchers taken lounge given rice curry chicken still information boarding passes harassing staff told due weather would spend night addis leave wait hotel vouchers given us total waiting time scheduled departure time getting hotel vouchers  hours next day flight delayed  hour operational reasons good side taken nice hotel clean rooms bathroom hot water bathrooms °c temperature outside served breakfast taken airport conclusion landed pm instead avoid must time,Solo Leisure,Economy Class,January 2016,Positive,Neutral,Neutral,Positive,Negative,,Neutral,1
252,ethiopian-airlines,2016-01-20 00:03:00,cape town roma via addis ababa ethiopian airlines flight  hour late departing cape town plane boeing  confort normal food normal best worst enetertainment available limited usb charger console transit addis ababa worst part trip old airport small scanning machine overloaded airport due number people transit definitely addis ababa hub prepared grow staff quiet helpful speed optimize security check bad experience best,Solo Leisure,Economy Class,March 2016,Positive,Positive,Neutral,Neutral,Positive,,Positive,1
253,ethiopian-airlines,2016-01-16 00:03:00,ethiopian airlines mumbai mombasa via addis ababa mumbai addis sector economy good vegetarian food served par attitude helpfulness cabin crew made deficiency got upgrade business class addis mombasa sector boeing  went mba cabin crew sector high class experience et earlier,Business,Economy Class,February 2016,Positive,Positive,Positive,Positive,Positive,,Positive,1
254,ethiopian-airlines,2016-01-16 00:03:00,london zanzibar via addis ababa flew ethiopian airlines pleasantly surprised flights departed arrived time one even early cabin crew pleasant attentive aircraft modern boeing  znzadd clean well stocked food drinks served sectors inspiring adequate flight entertainment good  excellent   pa announcements clear repeated  languages  flight deck kept passengers well informed overall impressed would fly route ethiopian recommend others repesented excellent value although hr layover add return airport unusually comfortable beds transit area lie reasonably priced freshly cooked refreshments even hrs drinks various cafes certainly comfortable layover dubai airport last year warning  buy form liquids  water alcohol perfumes addis ababa duty free even sealed official dutyfree bag confiscated extra security check departure gate,Couple Leisure,Economy Class,March 2016,Positive,Positive,Neutral,Positive,Positive,,Positive,1
255,ethiopian-airlines,2016-01-04 00:03:00,ethiopian airlines price fantastic us pensioners £ return dublin johannesburg willing put little discomfort impressed things addis ababa worlds idea great airport ground staff unhelpful far organised hr stopover waited connecting flight dublin announcement antiquated address system called canadian flight via dublin never mentioned caught skin teeth ground staff johannesburg great could helpful  seats johannesburg addis relax hr flight food acceptable worse airlines planes look well used lot seat screens work cabin crew vary inexperienced helpful luck draw reasonably experienced flight passenger want value money go total journey time flight hr way,Couple Leisure,Economy Class,March 2016,Neutral,Neutral,Neutral,Negative,Negative,,Positive,1
256,ethiopian-airlines,2016-01-19 00:02:00,etiopian airlines remain cheapest route service friendly anouncement staff go ever food remains boring ife poor choice older movies even blockbuster section games vod system work react commands givbem chair remote food remains poor quality serving warm lunch   strange way trying cut expenses light breakfast snack would far better ethiopian reduced miles receive status miles flying  course depends bookuing class reserved ticket one new experience past months flying addis getting flight tel aviv security understandable new security measures rude rediculous bole intl airport remains worse airport  visited airport gold lounge poor quality,Solo Leisure,Economy Class,February 2016,Neutral,Positive,Negative,Negative,Negative,,Negative,0
257,ethiopian-airlines,2016-01-18 00:02:00,flew first time ethiopian airlines london heathrow addis ababa harare feb  unbelievable screw ups luggage didn’t arrive held addis despite  hr layover came  days later even though daily flights harare worse yet et completely cancelled return sector harare addis et  without notice email booking file found coincidence checking booking online sunday main city office closed went airport reinstate sector nothing could done go city office tomorrow told et office staff first told scheduled flight et  cancelled asked could travel day earlier wait  hr addis connecting flight londonheathrow told et  wasn’t cancelled given printout confirming flight seat et  trying check online read note file still problem harareaddis sector see counter check agent airport checkin i’m told et office printout showed booking v class computer shows u class even possible single booking even though original itinerary showed u class u higher v class would check waited  minutes office airport staff correct problem issued boarding pass doesn’t end arrival london heathrow et  noticed previously confirmed aisle seat window seat air canada ac  flight calgary et even change confirmed seat ac ac couldn’t assign seat et prior departure  ethiopian airlines don’t belong star alliance last time flying,Business,Economy Class,February 2016,Neutral,Neutral,Negative,Negative,Negative,,Negative,0
258,ethiopian-airlines,2016-01-16 00:02:00,comparison travel time jet lag ethiopian airlines one best airlines use however great improvement needed food services served dish  times entebbe toronto acceptable standard secondly airport connection addis chaotic without notification airport staff passengers figure way seats  comfortable enough airline take care months electronics may fall apart management must ensure improve friendliness stewards towards passengers try get standards international airlines order make bigger name africa,Family Leisure,Economy Class,January 2016,Neutral,Neutral,Negative,Neutral,Negative,,Neutral,0
259,ethiopian-airlines,2016-01-19 00:01:00,first trip ethiopian airlines durban jeddah return via addis ababa disappointing airconditioner working properly flight jeddah addis ababa cabin hot requested bassinet seat given one four flights taken preordered vegetarian fruit platter cabin staff said meals available staying hungry  hour journey easy,Family Leisure,Economy Class,January 2016,Neutral,Neutral,Negative,,Neutral,,Neutral,0
260,ethiopian-airlines,2016-01-13 00:01:00,excellent flight service ethiopian flights washington dulles entebbe via addis ababa friendly staff plenty food drink power points seats economy charge laptops flight half empty got seats together last section economy cabin flight departed left around time fair number unruly loud children flight seems standard longhaul flights africa addis entebbe good including full meal  hours flight real downside ethiopian lounge addis bit dive  awful food crowded showers power points nevertheless highly recommended best choice us east africa,Business,Economy Class,January 2016,Positive,Positive,Positive,Positive,Neutral,,Positive,1
261,ethiopian-airlines,2016-01-07 00:01:00,addis ababa manila via bangkok ethiopian airlines still operating old outdated planes give idea old plane safety video showed walkman yes portable cassette player example electronic devices seat leg room shorter normal id say  inches best seats uncomfortable cushions well attached slide around almost sitting seat frame flight entertainment consisted   movies playing loop screens small picture quality good sound distorted food poor flight attendants spent time back walk beverages normal meal service respond call button landings  trip people started getting soon wheels touched ground flight attendants sat watched without saying thing manila bangkok flight almost empty bangkok addis full airline owns   boeing use shorter lower traffic flights within africa really need start using better planes longer crowded flights start updating fleet,Business,Economy Class,January 2016,Negative,Negative,Negative,Negative,Negative,,Negative,0
262,ethiopian-airlines,2016-01-05 00:01:00,mumbai johannesburg via addis ababa pleasantly surprised well organized ethiopian airlines standard economy class cabin staff service excellent meals hot drinks cold alcoholic nonalcoholic options food par airline ive flown entertainment options varied great selection audio movie tv options current classic,Couple Leisure,Economy Class,December 2015,Neutral,Positive,Positive,Positive,Positive,,Positive,1
263,ethiopian-airlines,2016-01-02 00:01:00,bangkok kuala lumpur flight old plane cabin looks like mid  ptvavod dont need h flight remember pax coming addis ababa plane old leather seats dirty seatpocket even plane old fas best make flight comfortable helpful friendly good hot meal two times free drinks served short flight meal tasty plane arrived  minutes early kul flight economy cheap compared thai malaysia airlines captain gave flight information nothing special remember ethiopian airlines african carrier good modern aircraft must nice experience flew ethiopian airlines several times never credited mileage automatically  frequent flyers ideal must credit miles manually contacting costumer service airline  ethiopian airlines improve possible star alliance carrier,Business,Economy Class,October 2015,Neutral,Positive,Positive,Negative,Positive,Negative,Positive,1
264,ethiopian-airlines,2015-01-30 00:12:00,toronto lagos via dublin return ethiopian airlines overall experience good food good service flight great pleased aircraft low noise levels fantastic entertainment board disappointed toilet facility onboard last leg back toronto via dublin malfunctioning,Solo Leisure,Economy Class,December 2015,Positive,Positive,Positive,Positive,Positive,,Positive,1
265,ethiopian-airlines,2015-01-25 00:12:00,los angeles dublin ethiopian airlines free alcohol meals good tv  movies good plane clean service flight good dinner service bit slow waited head steward tell hand tray also flight bit cold used  blankets getting bags plane dublin slow would dublin ground crew get lax early tsa seem slowest airport us  slower even chicago took hour busy international terminal,Solo Leisure,Economy Class,December 2015,Positive,Positive,Positive,Positive,Positive,,Positive,1
266,ethiopian-airlines,2015-01-19 00:12:00,round trip los angeles dublin ethiopian airlines check los angeles rather chaotic supervisor friendly actually told agent checking us tired show explain everything later got plane screaming people demanding see boarding passes mention lounge access even though star gold went lounge problems never announcements boarding started screen showed departure time boarding lounge agent called gate informed last call onboard aircraft  years old showed wear tear ripped seat pockets broken cup holders entertainment screen responsive service ok flight attendants job smiles  hot meals served choices snacks provided meals tasted ok looked like tv dinner return flight dublin little better granted departure killer mention lounge access asked informed business class customers checking another agent given lounge invitations return leg friendlier crew better meals option chicken ravioli hot breakfast prior arrival plane better shape biggest complaint flights delayed hour sitting already plane specific reason given would fly price good,Couple Leisure,Economy Class,December 2015,Neutral,Neutral,Neutral,Neutral,Negative,,Positive,1
267,ethiopian-airlines,2015-01-15 00:12:00,ethiopian airlines worst business class experience old plane personal tv screens two small screens front plane one constantly flickering black white addition outlet headphones connecting properly sounds far clear choice play subtitled chinese movie also odd choice hardly new release one able see hear movie went charge iphone told power outlet seat working apparently power seat food unappetising although staff pleasant far concerned lack amenities service business class able offer solutions apart overheated food first dish terrible consume definite fly option want amenities service airline,Business,Business Class,December 2015,Negative,Negative,Negative,Negative,Negative,,Negative,0
268,ethiopian-airlines,2015-01-15 00:12:00,low expectations given many negative reviews pleasantly exceeded would happily fly ethiopian airlines return trip bkkadd old b rather tired planes business class seats old loungerstyle  particularly comfortable sleeping still spacious add acc planes new bs comfortable clean excellent condition pity offered longer flights bkk cabin crew legs excellent  friendly polite professional made real effort seemed enjoy food plentiful good  reasonable selection dishes choose well cheese desserts likewise good selection alcohol offered especially enjoyed selection ethiopian dishes offer cabin crew encouraging getting us try ife virtually nonexistent one b poor flights would major complaint given low price suprised good quality service food drink  indeed comfort dreamliner flights time,Couple Leisure,Business Class,December 2015,Neutral,Positive,Positive,Negative,Positive,,Positive,1
269,ethiopian-airlines,2015-01-15 00:12:00,excellent flight ethiopian airlines nice direct flight los angeles dublin surprised see irish people board making use excellent connection hope ireland utilizes keep route open return ticket  leaves los angeles around midnight lands around pm really helps jet lag dont need wait around day like zombie going sleep cabin crew really nice helpful happy airplane new boeing dreamliner quiet air dry entertainment system great loads good movies watch,Solo Leisure,Economy Class,December 2015,Positive,Positive,Positive,Positive,Positive,Positive,Positive,1
270,ethiopian-airlines,2015-01-08 00:12:00,ethiopian airlines nairobi dublin via addis ababa  price one cheapest dont expect much disappointed  get b time reasonable comfort food basic choice  chicken tomato pasta legs plus continental breakfast flights half full made much pleasant boeing  quite new lovely aircraft landing dublin tricky stormy conditions got safely addis ababa great transit airport think rather scruffy provincial bus station waves people passing throu gh late evening,Solo Leisure,Economy Class,December 2015,Neutral,Neutral,Negative,Negative,Negative,,Neutral,1
271,ethiopian-airlines,2015-01-04 00:12:00,juba rome via addis ababa ethiopian airlines checkin always chaotic experience addis ababa airport looks nice outside disaster inside outdated lounges filthy restaurants old shops dirty toilets boeing already look worn planes touch screen ifes work well late evening rush hour flights get delayed ethiopian airlines offer choice meal addiseurope flights hence get hot snack  hour flight addis rome one think mediumhaul flight ethiopian airlines still far competitors terms service quality consistency,Business,Economy Class,November 2015,Negative,Negative,Negative,Negative,Negative,,Negative,0
272,ethiopian-airlines,2015-01-27 00:11:00,dublin johannesburg via addis ababa return everything ethiopian airlines average high expectations flight service food entertainment seats uncomfortable toilets cleaned noticed  flights throughout trip planes clean although boeing relatively new biggest issue airport way home transiting addis ababa airline would allow carry three duty free bottles alcohol bought onboard plane one bought addis ababa others johannesburg airport secure bag used transit forced check cargo smashed course collected end staff rude unhelpful could give explanation could carry  ive travelled lot never issue emailed airline three different emails received reply  fly airline alothough little cheaper others would sacrifice extra money fly alternative route,Couple Leisure,Economy Class,November 2015,Negative,Neutral,Negative,Neutral,Negative,,Negative,0
273,ethiopian-airlines,2015-01-24 00:11:00,return journey ethiopian airlines joburg mumbai via addis ababa nd november check joburg nightmare staff member took  minutes check us joburg  addis ababa boeing  er almost full flight good food ife drink options available board requested baby milk happy provided however despite repeated reminders attendant booking counter time however provided baby cot  aisle seat  month old daughter restless almost whole flight times became difficult attend shocked allot aisle seats kids  yrs old infants well despite repeated reminders booking staff  hour halt connecting flight mumbai addis ababa  pm local time nightmare time terms flight think operating boeing  mumbai  hour flight completely cramped flight option even move hand forget reclining seats veg meal worse airline plus sign served drinks often wanted veg food insult sweet rice sweet chick pea curry attendants pleasant helpful surely recommend ethiopian addis ababa  mumbai route use boeing,Family Leisure,Economy Class,November 2015,Negative,Neutral,Negative,,Negative,,Neutral,0
274,ethiopian-airlines,2015-01-24 00:11:00,flew ethiopian airlines mumbai  cape town via addis ababa gaborone november th  check mumbai smooth mumbai  addis ababa flight dreamliner average veg food good ife options available drinks served asked travelling  month old daughter requested aisle seat cot provided request baby food milk also considered crew cheerful helpful transit ethiopia chaotic bole airport worse local bus terminal make shift toilets dirty terminals hours gap boarded flight cape town via gaborone boeing  get bit uncomfortable  hour journey included hours halt gaborone change planes ife time staff made mistake veg food options board offered veg meal group members booked hence many people stay hungry compensated main course ran veg rice offering small portions rice boiled veg exec class menu liked many travellers,Family Leisure,Economy Class,November 2015,Neutral,Positive,Negative,Neutral,Positive,,Positive,1
275,ethiopian-airlines,2015-01-24 00:11:00,ethiopian airlines addis bangkok  excellent flight even middle aged  left addis  mins late  landed bangkok  mins early  hate overnight flights bearable staff fine dinner ok got nd dinner  bkk time hugely diassapointed suv airport bangkok,Couple Leisure,Economy Class,November 2015,Positive,Positive,Neutral,,Positive,,Positive,1
276,ethiopian-airlines,2015-01-15 00:11:00,london durban via addis ababa johannesburg spacious seats plenty options inflight entertainment food pretty good despite delays london knock effect connecting flights luggage made durban correct time downside cabin crew appeared bit surly didnt smile much appeared bored handing drinks food,Solo Leisure,Economy Class,November 2015,Positive,Negative,Positive,Positive,Neutral,,Positive,1
277,ethiopian-airlines,2015-01-12 00:11:00,definitely first last time using ethiopian airlines partner son travelled london heathrow ndola zambia via addis ababa check london excellent girl checkin could helpful boarded flight things went downhill fast cabin crew helpful meals less thrown served food terrible aircon onboard poor flight guy collapsed walking partner  medical students tending dont like think outcome would cabin crew concerned chatting medical kit onboard joke seats hard passenger comforts seem forgotten connection addis ababa would think different airline crew comforts first class couldnt understand huge difference looking forward trip home,Family Leisure,Economy Class,November 2015,Negative,Negative,Negative,Negative,Positive,,Negative,0
278,ethiopian-airlines,2015-01-12 00:11:00,im frequent traveler bangkok cape town least six times per year last trip november  decided use ethiopian airlines price competitive african airline always try support african enterprise time journey proved mistake proved get pay firstly planes small cramped  suppose contributes low airfare departure lounges addis ababa airport shocking info tvs working showing things apart flight departure info toilets horrendous  wet floors smelly locks doors broken extremely aggressive staff etc thirdly importantly ethiopian airlines take responsibility luggage bought panasonic led tv took back cape town check asked put fragile sticker told take oversize luggage put sticker asked sticker put said would changing planes addis ababa new seat cargo hold plane saw loading tv without sticker wasnt concerned thought could quite easily see tv would careful got home cape town unpacked tv find screen cracked immediately phoned ethiopian airlines call center told send email customer relations explaining problem received automated reply saying would get back within  working days  shocking time standard international company  working days sent follow email got reply say south african office get touch return trip bangkok still heard south african office cape town international airport tried follow matter given email address man charge thirteen days later still heard south african office sent email time got rather prompt reply saying could consider claim ethiopian airlines accepted tv checked bangkok airport  took long report incident  even though correspondence day one attached emails im sure dont even need highlight stupidity kind reasoning lack accountability pathetic customer service leaves disappointed angry certainly would say dont use budget important theyre best option however bear mind youll dealing company customer service time low concern care luggage non existent,Solo Leisure,Economy Class,October 2015,Negative,Neutral,Negative,Negative,Negative,,Negative,0
279,ethiopian-airlines,2015-01-08 00:11:00,paris cdg johannesburg via addis ababa ethiopian airlines mixed feelings flights first trip boeing  airplane already looked ageing althought cannot old fas robotic didnt smile food cdg bad breakfast almost nothing two biscuits return trip better smiley nice fas flights sligthly better food better looking cabins good side seats less cramped feared im tall travel time cdgjnb convenient course price competitive ife convenient choice films languages limited wine awful choice alcool limited fas sometimes rude andor robotic addis ababa airport worst part experience awfully crowded dirty rather sad ethiopian airlines become huge airline airport infrastructures followed result clearly negative,Business,Economy Class,October 2015,Negative,Negative,Negative,Negative,Negative,,Neutral,1
280,ethiopian-airlines,2015-01-05 00:11:00,ive flown ethiopian within africa routes several cities africa flights pleasant new fleet cheerful helpful flight attendants complete contrast flights continent planes old inflight entertainment whatsoever  could never get fact flight attendants rude unwilling help im talking smiling understand cultures dont really smile several fellow passengers asking water drinks ignored one passenger trying call one ignored asked flight full possible change seats seated next obnoxious passenger flight attendant said find empty seat go ahead besides takes way long serve food get food trays eating passengers put trays floor creating mess took long clean even though could clearly see mess passengers making three toilets economy class almost  people queue lavatories whole time booked flight offered fastest route destinations africa ive discovered worth theyre even much cheaper compared airlines airline became part star alliance one lifes greatest mysteries,Solo Leisure,Economy Class,October 2015,Neutral,Negative,Negative,Negative,Neutral,,Negative,0
281,ethiopian-airlines,2015-01-04 00:11:00,addis ababa london ethiopian airlines seats cramped service slow lazy  window seat unable get asked water stewardess almost rolled eyes finally grudgingly filled water bottle give everyone bottle airlines night flights lights turned offon onoff many times hard get sleep theyre frequently let ethiopian hospitality otherwise good addis ababa airport another lesson poor customer service   hrs get second lot boarding gate  bad tempered unpleasant,Solo Leisure,Economy Class,October 2015,Negative,Negative,Negative,Negative,Negative,,Negative,0
282,ethiopian-airlines,2015-01-04 00:11:00,im regular flyer ethiopian airlines london addis ababa positives far unable check online uk transfer service heathrow terrible desk opens  hours departure system heathrow almost non existent unable upgrade bookings even adding star alliance gold card dont work boarding plane shambles amazingly even new aircraft look tired shabby onboard toilets filthy often hand towels staff appear poorly trained choice drinks limited poor quality food normally poor luggage gets lost   flights ethiopian luggage tracing non existent bole airport experience pretty poor aggressive customs shambolic visa arrival rip taxi drivers used fly business class simply worth  ethiopian airlines flight faint hearted,Business,Economy Class,October 2015,Negative,Negative,Negative,Negative,Negative,,Negative,0
